ticker,close,open,high,low,volume,change_%,value_traded,rvol,atr,perf_1m,perf_3m,volatility,tarih,z_vol,z_range,z_lambda,z_flow,shock_count,is_fresh_shock,shock_score,regime,score_diff
ULKER,90.6,92.0,92.0,89.75,5300360.0,-1.4145810663765084,480212615.99999994,0.5136159995285132,1.0,2.72108843537414,-21.761658031088086,2.5069637883008355,2026-08-31,-1.07,3.12,0.06,0.0,1,False,0.0,NÖTR REJİM,0.0
ESCOM,5.49,5.62,5.63,5.45,13196513.0,-2.4866785079928895,72448856.37,0.5573956655200335,1.0,6.189555125725344,1.8552875695732938,3.3027522935779765,2026-08-31,-0.97,-2.0,0.59,0.0,0,True,0.0,NÖTR REJİM,0.0
KZBGY,1.96,2.03,2.03,1.94,36806686.0,-3.4482758620689578,72141104.56,1.2289174191233259,1.0,-2.970297029702973,-37.57961783439491,4.639175257731951,2026-08-31,0.5,-2.0,0.78,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
TCELL,95.35,103.5,103.5,93.5,96135143.0,-7.874396135265706,9166485885.05,3.3147774915774915,1.0,-6.51960784313726,-7.963320463320464,10.695187165775401,2026-08-31,5.09,6.0,0.02,0.0,2,True,0.0,🚨 KURUMSAL BOŞALTIM (DUMP),0.0
HALKB,42.64,45.8,46.68,41.94,172928666.0,-7.5054229934924095,7373678318.24,6.400633277093962,1.0,18.5761957730812,-3.703703703703705,11.301859799713883,2026-08-31,6.0,6.0,0.02,0.0,2,True,0.0,🚨 KURUMSAL BOŞALTIM (DUMP),0.0
YKBNK,36.5,37.36,37.4,36.3,196269515.0,-1.9344438473938714,7163837297.5,0.9707808194510485,1.0,16.91223574631647,7.542722451384804,3.0303030303030343,2026-08-31,-0.06,0.25,0.01,0.0,0,True,0.0,NÖTR REJİM,0.0
ARDYZ,86.75,89.55,89.55,84.0,5038115.0,-3.6111111111111107,436625101.5,0.7639995870555414,1.0,26.569343065693435,34.10672853828305,7.142857142857143,2026-08-31,-0.52,6.0,0.16,0.0,1,False,0.0,NÖTR REJİM,0.0
TMPOL,428.25,429.5,450.0,428.0,1050929.0,-5.567805953693495,450060344.25,0.584088726125914,1.0,0.351493848857645,39.495114006514655,5.957943925233645,2026-08-31,-0.92,6.0,0.23,0.0,1,True,0.0,NÖTR REJİM,0.0
DMRGD,11.71,12.0,12.02,11.45,39553355.0,-2.41666666666666,463169787.05,1.4571722112646803,1.0,0.0,15.142576204523115,4.978165938864632,2026-08-31,1.01,-1.07,0.1,0.0,0,True,0.0,NÖTR REJİM,0.0
YEOTK,34.38,35.34,35.98,34.0,12696782.0,-2.7164685908319206,436515365.16,0.6212513726468426,1.0,-12.340642529321766,-28.8668672517145,5.823529411764697,2026-08-31,-0.83,2.45,0.12,0.0,1,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
ALARK,108.3,109.9,110.3,105.9,3727008.0,-1.724137931034488,403634966.4,0.49078830387745026,1.0,6.910167818361304,11.995863495346427,4.154863078375818,2026-08-31,-1.12,6.0,0.08,0.2,1,True,0.0,NÖTR REJİM,0.0
CIMSA,45.0,46.64,46.64,44.72,8717343.0,-3.516295025728989,391401746.32,1.005703407595281,1.0,-2.6828212894850756,-12.913843175217817,4.293381037567088,2026-08-31,0.01,2.3,0.17,0.0,1,False,0.0,NÖTR REJİM,0.0
CCOLA,76.2,77.9,78.05,75.8,5592585.0,-1.867353509336771,426154977.0,0.85414851835472,1.0,-15.521064301552107,-6.959706959706962,2.9683377308707124,2026-08-31,-0.32,3.12,0.09,0.0,1,True,0.0,NÖTR REJİM,0.0
BINHO,9.74,10.85,10.86,9.71,44419233.0,-9.64749536178107,431338986.0,1.2839767449091253,1.0,3.283898305084751,4.838709677419347,11.843460350154464,2026-08-31,0.62,0.37,0.4,0.0,0,True,0.0,NÖTR REJİM,0.0
FENER,3.16,3.28,3.31,3.13,117645484.0,-2.7692307692307647,371759729.44,0.6207571630879171,1.0,6.397306397306394,-27.188940092165893,5.750798722044733,2026-08-31,-0.83,-2.0,0.14,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
NETCD,121.5,128.8,128.8,119.7,3044016.0,-5.594405594405586,369847944.0,0.8373539314715785,1.0,0.08237232289950108,-31.083380601247875,7.602339181286557,2026-08-31,-0.36,6.0,0.28,0.0,1,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
ALKLC,427.25,427.25,431.75,423.5,3273432.0,0.0,1398573822.0,1.3044845831904852,1.0,7.891414141414141,32.68633540372671,1.948051948051948,2026-08-31,0.67,6.0,0.0,0.0,1,True,0.0,NÖTR REJİM,0.0
TOASO,271.75,271.25,275.0,268.0,4400303.0,-0.09191176470588235,1195782340.25,1.4016362913180682,1.0,4.019138755980861,-9.341117597998332,2.611940298507463,2026-08-31,0.88,6.0,0.0,0.29,1,True,0.0,NÖTR REJİM,0.0
GESAN,92.45,92.9,94.1,92.35,12689940.0,-0.5379236148466917,1173184953.0,0.9528354365454211,1.0,22.61273209549071,28.670842032011148,1.8949648077964267,2026-08-31,-0.1,1.88,0.01,0.0,1,False,0.0,NÖTR REJİM,0.0
SKBNK,6.26,6.85,6.89,6.2,177040890.0,-6.845238095238095,1108275971.3999999,1.0576498414967879,1.0,-10.186513629842182,-51.359751359751364,11.129032258064507,2026-08-31,0.13,-0.78,0.12,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
EMPAE,66.05,70.45,72.4,65.2,5837981.0,-6.245564229950327,385598645.05,0.536231541675476,1.0,34.906045751633975,-21.22838401908169,11.042944785276077,2026-08-31,-1.02,6.0,0.3,0.0,1,False,0.0,NÖTR REJİM,0.0
UFUK,1652.0,1700.0,1748.0,1622.0,246867.0,-5.6000000000000005,407824284.0,5.404753929315022,1.0,-6.719367588932807,14.722222222222221,7.891491985203452,2026-08-31,6.0,6.0,0.26,0.0,2,True,0.0,🚨 KURUMSAL BOŞALTIM (DUMP),0.0
TKFEN,208.8,221.4,223.0,204.6,4911365.0,-5.520361990950221,1025493012.0,0.7810483689046517,1.0,36.292428198433434,38.09523809523811,8.993157380254157,2026-08-31,-0.48,6.0,0.1,0.0,1,False,0.0,NÖTR REJİM,0.0
ODAS,7.34,7.52,7.8,7.25,136553110.0,-1.8716577540107027,1002299827.4,2.813419171836268,1.0,-15.922107674685,-0.542005420054201,7.586206896551722,2026-08-31,3.99,-1.13,0.04,0.0,1,True,0.0,NÖTR REJİM,0.0
BRLSM,24.72,25.22,27.2,22.92,40112025.0,-1.9047619047619067,991569258.0,2.9556121083082267,1.0,62.631578947368425,17.938931297709914,18.673647469458977,2026-08-31,4.3,6.0,0.04,0.0,2,False,0.0,NÖTR REJİM,0.0
HATSN,81.65,90.0,92.0,79.5,11898416.0,-6.471935853379144,971505666.4000001,1.1068259667623541,1.0,39.69204448246365,45.155555555555566,15.723270440251572,2026-08-31,0.24,6.0,0.13,0.0,1,False,0.0,NÖTR REJİM,0.0
BETAE,90.15,94.3,95.7,89.0,10773117.0,-7.633196721311464,971196497.5500001,0.5695904286414598,1.0,12.828535669586984,104.88636363636365,9.662921348314601,2026-08-31,-0.95,6.0,0.15,0.0,1,True,0.0,NÖTR REJİM,0.0
GLRMK,169.9,181.0,182.7,167.6,5611927.0,-5.611111111111108,953466397.3000001,1.1702124753570835,1.0,13.950368879946351,-0.7013442431326643,9.009546539379473,2026-08-31,0.37,6.0,0.11,0.0,1,True,0.0,NÖTR REJİM,0.0
KUYAS,64.65,65.0,68.85,63.4,14691681.0,-0.38520801232665636,949817176.6500001,3.9058763846230335,1.0,-6.9784172661870425,-17.904761904761898,8.596214511041003,2026-08-31,6.0,6.0,0.01,0.0,2,False,0.0,NÖTR REJİM,0.0
ONCSM,224.6,244.9,247.5,223.0,1637709.0,-9.325797335486474,367829441.4,2.017149059931427,1.0,-12.007835455435849,-25.133333333333336,11.076233183856498,2026-08-31,2.24,6.0,0.45,0.0,2,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
MCARD,159.2,168.4,168.4,153.4,2308513.0,-5.238095238095245,367515269.59999996,0.6701732044692014,1.0,24.18096723868955,-25.85002328830927,9.778357235984354,2026-08-31,-0.73,6.0,0.27,0.0,1,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
MOGAN,19.11,20.32,20.38,18.46,19107200.0,-6.139489194499018,365138592.0,1.2600552354371122,1.0,15.958737864077662,49.296874999999986,10.400866738894898,2026-08-31,0.57,2.3,0.31,0.0,1,True,0.0,NÖTR REJİM,0.0
GENIL,11.46,11.97,12.07,11.32,31763723.0,-4.1806020066889635,364012265.58000004,0.6955866148846196,1.0,26.2114537444934,31.875719217491383,6.625441696113074,2026-08-31,-0.67,-0.62,0.22,0.0,0,False,0.0,NÖTR REJİM,0.0
GOLDA,13.04,13.63,13.63,12.75,27479928.0,-2.1755438859715,358338261.12,0.7083228837391035,1.0,-7.386363636363642,28.853754940711465,6.901960784313732,2026-08-31,-0.64,-0.3,0.12,0.0,0,True,0.0,NÖTR REJİM,0.0
QUICK,68.0,67.85,72.95,67.2,5251340.0,-7.98376184032477,357091120.0,0.7007727537764081,1.0,-11.227154046997383,-11.227154046997383,9.970238095238098,2026-08-31,-0.66,6.0,0.4,0.05,1,False,0.0,NÖTR REJİM,0.0
HKTM,13.78,15.5,15.92,13.7,25868987.0,-8.255659121171773,356474640.85999995,1.077965892298623,1.0,27.71084337349398,-8.620689655172418,16.2043795620438,2026-08-31,0.17,3.05,0.42,0.0,1,False,0.0,NÖTR REJİM,0.0
AEFES,17.92,18.42,18.44,17.77,57993288.0,-2.6615969581748966,1039239720.9600002,1.1305061159691177,1.0,-18.39708561020036,-7.960965588084218,3.7703995498030487,2026-08-31,0.29,-0.82,0.05,0.0,0,True,0.0,NÖTR REJİM,0.0
DOFRB,126.4,140.4,140.4,126.4,8195107.0,-9.971509971509972,1035861524.8000001,1.772459104906213,1.0,-5.741983594332579,-27.481353987378085,11.075949367088606,2026-08-31,1.7,6.0,0.18,0.0,2,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
MASFN,39.82,42.4,42.42,39.32,8678246.0,-6.084905660377355,345567755.72,0.41061636837283527,1.0,-12.790188348664032,-20.67729083665339,7.884028484231946,2026-08-31,-1.3,5.25,0.32,0.0,1,False,0.0,NÖTR REJİM,0.0
SOHOE,10.66,11.75,11.75,10.62,32792652.0,-9.584393553859195,349569670.32,1.3051729324726735,1.0,-0.28063610851262266,-34.4,11.016949152542374,2026-08-31,0.67,0.33,0.48,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
PAHOL,1.32,1.37,1.38,1.31,254365558.0,-3.6496350364963535,335762536.56,1.2451281497334858,1.0,-0.7518796992481209,-20.958083832335323,5.3435114503816665,2026-08-31,0.54,-2.0,0.21,0.0,0,False,0.0,NÖTR REJİM,0.0
IZFAS,58.45,64.75,64.75,58.45,5773762.0,-9.938366718027739,337476388.90000004,0.9393883721117903,1.0,-9.938366718027737,-11.170212765957439,11.035072711719423,2026-08-31,-0.13,6.0,0.52,0.0,1,False,0.0,NÖTR REJİM,0.0
ATATP,306.0,316.5,322.75,299.5,1019255.0,-2.314445331205108,311892030.0,0.5556126110715544,1.0,34.44639718804921,22.990353697749192,7.762938230383973,2026-08-31,-0.98,6.0,0.14,0.0,1,False,0.0,NÖTR REJİM,0.0
GRTHO,220.1,244.0,244.0,220.1,1389944.0,-9.979550102249492,305926674.4,1.7306835790733248,1.0,-11.250000000000002,2.467411545623828,11.085870059064064,2026-08-31,1.61,6.0,0.56,0.0,2,True,0.0,🚨 KURUMSAL BOŞALTIM (DUMP),0.0
GEREL,38.58,38.64,38.9,36.22,7909558.0,-0.15527950310559596,305150747.64,1.2596454057695055,1.0,-7.036144578313257,-1.1276268580215396,7.399226946438432,2026-08-31,0.57,4.2,0.01,1.67,1,True,0.0,NÖTR REJİM,0.0
ALVES,1.44,1.53,1.54,1.44,226971701.0,-10.000000000000009,326839249.44,1.8502087232477156,1.0,-36.84210526315789,-48.201438848920866,11.111111111111121,2026-08-31,1.87,-2.0,0.53,0.0,1,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
TNZTP,31.98,32.5,32.5,29.04,9450462.0,-0.06249999999999867,302225774.76,2.279881286956849,1.0,13.565340909090908,23.284502698535075,11.914600550964192,2026-08-31,2.82,6.0,0.0,1.54,2,True,0.0,NÖTR REJİM,0.0
AKFIS,17.93,18.65,18.83,17.88,16550830.0,-3.860589812332434,296756381.9,0.5945421110188496,1.0,16.30247009776251,64.49508385386899,5.313199105145411,2026-08-31,-0.89,-0.13,0.24,0.0,0,True,0.0,NÖTR REJİM,0.0
KOCMT,4.64,5.06,5.12,4.64,62091448.0,-9.902912621359237,288104318.71999997,0.9576051158393708,1.0,-13.271028037383179,75.75757575757574,10.991379310344843,2026-08-31,-0.09,-1.3,0.59,0.0,0,True,0.0,NÖTR REJİM,0.0
BIGTK,347.25,370.0,376.75,344.75,835338.0,-9.33420365535248,290071120.5,1.1981550427869485,1.0,-7.2763684913217626,41.908459337964864,11.094996374184191,2026-08-31,0.44,6.0,0.56,0.0,1,True,0.0,NÖTR REJİM,0.0
ALTNY,17.85,18.45,18.56,17.62,15998832.0,-3.461330448891277,285579151.20000005,0.42103448034384794,1.0,16.059817945383617,3.179190751445091,5.334846765039714,2026-08-31,-1.27,-0.15,0.23,0.0,0,True,0.0,NÖTR REJİM,0.0
EUREN,3.94,3.98,4.21,3.92,69592613.0,-1.745635910224435,274194895.21999997,2.9795381063884276,1.0,1.2853470437017949,-19.755600814663953,7.39795918367347,2026-08-31,4.35,-1.77,0.12,0.0,1,False,0.0,NÖTR REJİM,0.0
MIATK,28.56,29.64,29.74,28.22,9599236.0,-3.578663065496294,274154180.15999997,0.7858979238583934,1.0,-7.632600258732221,-48.86302596239929,5.3862508858965255,2026-08-31,-0.47,1.3,0.25,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
INFO,5.9,6.55,6.55,5.9,46325451.0,-9.923664122137396,273320160.90000004,1.0546795155440736,1.0,0.0,54.45026178010473,11.016949152542363,2026-08-31,0.12,-0.88,0.62,0.0,0,True,0.0,NÖTR REJİM,0.0
DUNYH,147.6,159.6,161.9,144.9,1799831.0,-8.322981366459631,265655055.6,2.390421743192801,1.0,4.532577903682724,26.47814910025706,11.732229123533472,2026-08-31,3.06,6.0,0.55,0.0,2,True,0.0,🚨 KURUMSAL BOŞALTIM (DUMP),0.0
BIOEN,19.27,20.28,20.66,18.75,13605200.0,-5.908203125000004,262172204.0,1.5021250423373873,1.0,10.874568469505181,12.230634828188688,10.186666666666667,2026-08-31,1.1,2.28,0.41,0.0,1,True,0.0,NÖTR REJİM,0.0
KBORU,21.62,24.02,24.02,21.62,11710404.0,-9.991673605328886,253178934.48000002,0.7493083693641606,1.0,-16.2015503875969,-11.610793131643499,11.100832562442177,2026-08-31,-0.55,3.5,0.67,0.0,1,False,0.0,NÖTR REJİM,0.0
TGSAS,232.2,254.0,257.0,232.2,1062423.0,-10.000000000000005,246694620.6,0.8942371936373843,1.0,34.45280833815866,29.720670391061446,11.111111111111116,2026-08-31,-0.23,6.0,0.68,0.0,1,False,0.0,NÖTR REJİM,0.0
ISVEA,84.9,86.0,95.0,82.8,2895457.0,-7.717391304347821,245824299.3,0.43843165934545836,1.0,95.62211981566823,269.45169712793734,14.734299516908216,2026-08-31,-1.24,6.0,0.55,0.0,1,False,0.0,NÖTR REJİM,0.0
SOKM,55.75,57.8,58.25,55.5,4359168.0,-3.5467128027681616,243023616.0,0.7493347911708145,1.0,5.9885931558935335,15.904365904365902,4.954954954954955,2026-08-31,-0.55,4.38,0.27,0.0,1,True,0.0,NÖTR REJİM,0.0
TURSG,6.13,6.24,6.31,6.09,38627632.0,-2.076677316293928,236787384.16,0.5858987272622815,1.0,-2.5437201907790166,-1.6840417000801993,3.612479474548436,2026-08-31,-0.91,-1.95,0.17,0.0,0,True,0.0,NÖTR REJİM,0.0
ECOGR,34.78,36.16,36.16,34.38,6803697.0,-3.816371681415917,236632581.66,0.99988698598832,1.0,5.330102967898237,-12.348790322580642,5.177428737638144,2026-08-31,-0.0,1.95,0.3,0.0,1,False,0.0,NÖTR REJİM,0.0
IZENR,7.67,8.29,8.29,7.53,30650376.0,-7.478890229191788,235088383.92,0.8914708126409204,1.0,-12.840909090909099,-29.37384898710865,10.092961487383782,2026-08-31,-0.24,-0.6,0.55,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
ISMEN,33.28,33.84,34.14,33.12,7020799.0,-0.7751937984496065,233652190.72,1.0163039007340995,1.0,-2.973760932944595,-11.44225651942522,3.079710144927546,2026-08-31,0.04,0.05,0.07,0.0,0,False,0.0,NÖTR REJİM,0.0
FORTE,114.6,117.0,119.2,113.4,2032385.0,-4.500000000000004,232911321.0,0.7749868073194468,1.0,9.142857142857137,19.250780437044746,5.820105820105815,2026-08-31,-0.5,6.0,0.35,0.0,1,True,0.0,NÖTR REJİM,0.0
ISKPL,8.3,8.2,8.94,8.2,55876929.0,-5.574516496018185,463778510.70000005,0.9489299039379315,1.0,7.792207792207799,-36.10469591993841,9.024390243902443,2026-08-31,-0.11,-0.65,0.23,0.24,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
BALSU,9.98,10.5,10.58,9.9,46420816.0,-4.952380952380948,463279743.68,0.6296123276762227,1.0,-34.60026212319789,-29.068941009239516,6.868686868686866,2026-08-31,-0.81,-0.8,0.2,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
MARMR,2.27,2.34,2.35,2.25,31725705.0,-2.991452991452985,72017350.35,0.4505593238449055,1.0,5.581395348837215,-13.358778625954201,4.444444444444448,2026-08-31,-1.21,-2.0,0.69,0.0,0,False,0.0,NÖTR REJİM,0.0
IHLAS,1.07,1.1,1.1,1.07,67128805.0,-2.7272727272727297,71827821.35000001,0.687250964925261,1.0,5.940594059405946,-31.271033994213727,2.803738317757012,2026-08-31,-0.69,-2.0,0.64,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
ZERGY,9.32,9.54,9.57,9.12,7656043.0,-2.1008403361344463,71354320.76,0.4024457927459228,1.0,2.8697571743929333,-35.945017182130584,4.934210526315802,2026-08-31,-1.31,-1.37,0.52,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
SARAE,88.8,92.6,93.65,87.2,21662664.0,-5.280000000000003,1923644563.2,0.5346263929235069,1.0,13.846153846153843,15.324675324675322,7.511467889908254,2026-08-31,-1.02,6.0,0.05,0.0,1,True,0.0,NÖTR REJİM,0.0
SISE,39.8,40.2,40.38,39.46,49097873.0,-0.8470353761833668,1954095345.3999999,0.7376620482354386,1.0,-3.8647342995169116,-13.327526132404191,2.331474911302589,2026-08-31,-0.58,-0.2,0.01,0.0,0,False,0.0,NÖTR REJİM,0.0
TTKOM,51.25,53.6,53.65,50.95,40324214.0,-4.205607476635514,2066615967.5,1.4466049464507353,1.0,0.6876227897838928,-16.598860862489833,5.299313052011767,2026-08-31,0.98,4.25,0.04,0.0,1,False,0.0,NÖTR REJİM,0.0
VAKBN,31.82,33.22,33.24,31.62,66308716.0,-5.241215008933883,2109943343.1200001,1.2122100304689982,1.0,9.951624049758117,1.0158730158730167,6.198608475648315,2026-08-31,0.47,1.55,0.05,0.0,1,True,0.0,NÖTR REJİM,0.0
PSGYO,3.22,3.34,3.35,3.2,72047636.0,-3.592814371257475,231993387.92000002,0.5994064699528101,1.0,-9.295774647887315,3.870967741935487,4.687499999999997,2026-08-31,-0.88,-2.0,0.29,0.0,0,True,0.0,NÖTR REJİM,0.0
BRSAN,726.5,726.5,734.5,717.5,2185466.0,0.0,1587741049.0,0.6873929047681968,1.0,36.048689138576776,35.16279069767442,2.3693379790940767,2026-08-31,-0.69,6.0,0.0,0.13,1,False,0.0,NÖTR REJİM,0.0
TAVHL,267.5,281.75,282.0,266.25,5976389.0,-5.477031802120141,1598684057.5,1.799650723058075,1.0,-0.1865671641791045,2.1967526265520534,6.291079812206573,2026-08-31,1.76,6.0,0.07,0.0,2,True,0.0,🚨 KURUMSAL BOŞALTIM (DUMP),0.0
PGSUS,147.6,150.0,150.1,146.0,12890207.0,-2.1220159151193743,1902594553.1999998,1.3541164921512665,1.0,-1.3368983957219251,-12.868949232585601,3.28767123287672,2026-08-31,0.78,6.0,0.02,0.0,1,False,0.0,NÖTR REJİM,0.0
MGROS,540.0,558.5,558.5,538.5,2620780.0,-3.225806451612903,1409474520.0,0.8019033783324813,1.0,-13.39214113873296,-18.91891891891892,3.714020427112349,2026-08-31,-0.44,6.0,0.05,0.0,1,False,0.0,NÖTR REJİM,0.0
HEDEF,84.25,90.6,91.05,84.25,2738544.0,-9.989316239316235,230722332.0,0.2344078687877991,1.0,-70.12411347517731,-12.278966787706908,11.097922848664682,2026-08-31,-1.68,6.0,0.72,0.0,1,False,0.0,NÖTR REJİM,0.0
AKSA,10.76,11.02,11.02,10.67,20587994.0,-2.3593466424682377,221526815.44,1.1022098473355926,1.0,-13.225806451612907,1.8939393939393872,3.2802249297094623,2026-08-31,0.22,-1.63,0.2,0.0,0,True,0.0,NÖTR REJİM,0.0
TATEN,8.42,8.92,8.92,8.36,26171095.0,-5.605381165919283,220360619.9,0.5587156860608985,1.0,-32.151490733279616,-42.21002059025395,6.698564593301442,2026-08-31,-0.97,-1.1,0.45,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
TSKB,10.95,11.29,11.3,10.89,19765316.0,-3.0115146147032763,216430210.2,1.2199209354509077,1.0,-0.454545454545461,-3.097345132743375,3.7649219467401296,2026-08-31,0.48,-1.47,0.26,0.0,0,True,0.0,NÖTR REJİM,0.0
GUNDG,1679.0,1650.0,1801.0,1572.0,126777.0,-1.2352941176470587,212858583.0,0.447436444027828,1.0,-2.779386218876665,54.178145087236,14.567430025445292,2026-08-31,-1.22,6.0,0.11,0.23,1,True,0.0,NÖTR REJİM,0.0
ALTIN,74.44,74.87,75.7,74.41,19908506.0,-3.8987864704363497,1481989186.6399999,0.981707493780791,1.0,9.825907347300083,-5.938842557493054,4.098911436634857,2026-08-31,-0.04,0.73,0.05,0.0,0,True,0.0,NÖTR REJİM,0.0
CITAS,128.0,128.0,145.0,128.0,14978731.0,-9.985935302390992,1917277568.0,1.0,1.0,57.92720542874769,57.92720542874769,13.28125,2026-08-31,0.0,6.0,0.1,0.0,1,False,0.0,NÖTR REJİM,0.0
TSPOR,1.1,1.1,1.11,1.08,187345399.0,-2.654867256637151,206079938.9,0.34508984575008744,1.0,18.27956989247312,14.583333333333346,4.629629629629613,2026-08-31,-1.44,-2.0,0.24,0.73,0,True,0.0,NÖTR REJİM,0.0
GRSEL,300.75,315.5,316.0,300.0,678573.0,-4.675118858954041,204080829.75,2.04528993424731,1.0,-17.14876033057851,-6.015625,5.333333333333333,2026-08-31,2.3,6.0,0.41,0.0,2,True,0.0,🚨 KURUMSAL BOŞALTIM (DUMP),0.0
MEGMT,44.24,47.0,47.0,43.92,4350317.0,-5.8723404255319105,192458024.08,0.3611962242816619,1.0,-38.21229050279329,-41.67435728411337,7.012750455373402,2026-08-31,-1.41,5.2,0.53,0.0,1,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
EKIM,19.09,20.0,20.2,18.95,10023052.0,-4.406609914872304,191340062.68,0.41032661669577875,1.0,-0.4692387904066729,-33.064516129032256,6.596306068601583,2026-08-31,-1.3,0.62,0.41,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
PSDTC,175.5,190.0,196.3,175.0,1086018.0,-5.032467532467538,190596159.0,2.101037326456903,1.0,24.556422995031934,40.73777064955894,12.171428571428576,2026-08-31,2.42,6.0,0.47,0.0,2,False,0.0,🚨 KURUMSAL BOŞALTIM (DUMP),0.0
PRZMA,89.9,83.1,94.25,83.1,2101078.0,-0.33259423503325625,188886912.20000002,0.3307446481017035,1.0,28.888888888888896,84.07043407043406,13.417569193742485,2026-08-31,-1.47,6.0,0.03,1.58,1,False,0.0,NÖTR REJİM,0.0
KCAER,15.96,16.27,16.35,15.9,11158395.0,-1.9053472649047247,178087984.20000002,0.706561686132106,1.0,8.056872037914701,17.18061674008812,2.8301886792452895,2026-08-31,-0.65,-1.37,0.2,0.0,0,True,0.0,NÖTR REJİM,0.0
ALBRK,8.64,9.11,9.12,8.54,20560827.0,-5.159165751920954,177645545.28,1.552112125626054,1.0,8.000000000000007,8.953341740226998,6.791569086651055,2026-08-31,1.21,-1.05,0.51,0.0,0,True,0.0,NÖTR REJİM,0.0
ULUUN,8.46,9.15,9.2,8.29,20990903.0,-7.742639040348955,177583039.38000003,2.0684773523052216,1.0,1.9277108433734955,-2.3094688221708926,10.977080820265384,2026-08-31,2.35,-0.22,0.72,0.0,1,True,0.0,🚨 KURUMSAL BOŞALTIM (DUMP),0.0
HLGYO,4.4,4.46,4.89,4.31,40131089.0,-1.1235955056179736,176576791.60000002,1.5161832528967616,1.0,-5.172413793103434,-28.338762214983706,13.457076566125293,2026-08-31,1.14,-1.05,0.12,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
OFSYM,67.2,67.0,69.1,65.5,2609654.0,-0.37064492216456635,175368748.8,1.015879365420199,1.0,30.232558139534888,12.657166806370503,5.496183206106862,2026-08-31,0.03,6.0,0.04,0.1,1,False,0.0,NÖTR REJİM,0.0
BESTE,31.8,32.74,32.8,30.6,5499731.0,-2.752293577981658,174891445.8,0.5372076022813451,1.0,11.188811188811187,-10.573678290213728,7.189542483660117,2026-08-31,-1.02,3.0,0.29,0.2,1,False,0.0,NÖTR REJİM,0.0
ESEN,3.66,3.82,3.82,3.62,47759182.0,-2.3999999999999964,174798606.12,1.19451167210085,1.0,7.647058823529418,-12.230215827338125,5.524861878453031,2026-08-31,0.43,-2.0,0.26,0.0,0,False,0.0,NÖTR REJİM,0.0
SDTTR,22.36,23.56,23.72,22.2,7581364.0,-5.093378607809845,169519299.04,0.585631033431437,1.0,9.95093695138398,-7.880057692791778,6.846846846846844,2026-08-31,-0.91,1.3,0.53,0.0,0,True,0.0,NÖTR REJİM,0.0
MPARK,421.5,434.0,434.25,421.25,504458.0,-2.880184331797235,212629047.0,1.0174850556416024,1.0,5.309181761399126,-8.269858541893363,3.086053412462908,2026-08-31,0.04,6.0,0.25,0.0,1,True,0.0,NÖTR REJİM,0.0
GUBRF,483.0,496.0,496.75,471.25,3388066.0,-2.9633350075339027,1634303433.0,0.7479403270388091,1.0,19.25925925925926,-10.96774193548387,5.623342175066313,2026-08-31,-0.55,6.0,0.04,0.0,1,False,0.0,NÖTR REJİM,0.0
GSRAY,1.09,1.12,1.13,1.08,154516988.0,-1.8018018018018032,168423516.92000002,0.41686033635676656,1.0,11.224489795918378,1.8691588785046744,4.629629629629613,2026-08-31,-1.28,-2.0,0.2,0.0,0,True,0.0,NÖTR REJİM,0.0
PEKGY,15.75,15.75,15.75,15.75,10684048.0,-10.0,168273756.0,0.06412724489957629,1.0,7.142857142857148,23.33594361785435,11.11111111111111,2026-08-31,-2.0,-2.0,0.93,0.0,0,True,0.0,NÖTR REJİM,0.0
MEYSU,11.96,12.64,12.69,11.64,13889799.0,-5.2297939778129825,166507036.41,0.8143809598023299,1.0,6.57777777777778,-36.223404255319146,9.02061855670102,2026-08-31,-0.41,0.12,0.55,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
